latitude,longitude
36.872,141.416
-17.762,167.100
32.338,-115.332
63.818,-149.083
-14.545,167.978
51.930,179.405
-0.619,127.833
15.903,121.912
28.114,62.025
40.290,-124.553
-4.875,134.093
-4.728,134.325
29.162,138.551
30.364,103.140
12.699,-89.254
51.349,-176.030
19.111,-65.521
-23.419,-66.630
52.244,-174.091
18.970,-64.460
18.977,-64.378
18.020,-65.394
18.624,-107.199
54.474,-162.886
38.329,20.521
50.867,179.342
-29.780,-176.204
47.605,20.258
30.273,103.155
52.086,-172.324
-34.177,179.409
52.136,178.741
38.832,-122.799
63.139,-151.979
41.866,142.268
50.832,179.545
60.033,-153.079
-35.519,78.376
42.460,138.396
55.370,-157.300
-65.635,-174.190
-17.733,-178.728
-55.981,-27.387
19.327,-65.363
42.725,-108.689
36.040,-120.933
50.005,157.408
-5.542,147.261
12.729,-90.694
12.767,-90.610
37.408,-118.568
50.064,157.511
42.870,122.275
-16.820,176.367
28.726,51.598
51.147,179.545
51.155,179.474
51.101,179.564
51.376,179.637
50.847,179.578
51.100,179.374
51.135,179.518
59.956,-153.280
18.962,-64.955
35.727,-121.109
18.127,-101.908
-15.429,-70.527
-15.380,-70.435
62.326,-151.319
35.608,-97.237
12.117,-89.054
-4.413,104.551
-4.067,140.314
58.269,-155.994
18.948,-64.510
18.316,-155.306
23.048,94.023
35.883,69.748
53.571,-163.368
37.930,-115.769
30.285,103.035
-22.995,-68.100
56.713,-148.617
-60.613,-20.255
30.396,103.021
51.655,-178.217
10.084,-69.193
50.109,157.183
17.917,-102.316
-6.606,148.185
-5.171,151.651
30.236,102.968
37.453,139.953
18.451,-107.250
-13.749,-75.663
-13.776,-75.696
30.229,102.962
30.317,102.998
15.644,-87.043
15.573,-87.134
45.925,150.681
65.438,-164.430
1.313,97.161
30.296,103.047
-1.096,120.811
30.225,103.015
29.933,138.887
24.434,122.404
-49.798,116.000
53.543,-164.737
35.896,28.228
-2.918,138.368
29.639,102.885
39.992,-120.580
-6.016,149.425
51.586,-178.413
41.237,-125.924
37.315,37.149
35.195,124.412
21.897,121.511
19.117,-66.644
55.087,-157.751
-6.710,104.722
30.328,103.071
51.210,-174.950
30.277,103.093
38.538,142.211
24.708,123.167
12.742,-88.729
-29.399,-68.543
-23.435,-66.657
30.350,103.060
-25.814,-178.604
49.351,161.245
-23.818,-172.544
18.961,-64.890
32.295,-115.205
32.305,-115.226
30.253,102.873
33.556,-118.371
49.447,-120.538
33.208,-115.546
39.600,-121.592
49.401,-120.506
49.339,-119.735
33.141,-115.652
